contractID,email,contractBegin,contractEnd,contractPath,contractPaid
AZW-2021-07-08_michue,mihu0001@stud.hs-kl.de,2021-07-14,2021-101,AZW-2021-07-08_Amélie_Delannoy.pdf,Bezahlt
AZW-2021-07-12_wilcoo,wico0001@stud.hs-kl.de,2021-07-14,2021-301,AZW-2021-07-12_Johnny_Harmon.pdf,Bezahlt
AZW-2021-07-14_hulhan,huha0001@stud.hs-kl.de,2021-07-19,2021-101,AZW-2021-07-14_Birte_Berger.pdf,Bezahlt
AZW-2021-07-18_jacdun,jadu0001@stud.hs-kl.de,2021-07-20,2021-401,AZW-2021-07-18_Sherri_Ballard.pdf,Bezahlt
AZW-2021-07-08_marler,male0004@stud.hs-kl.de,2021-07-10,2021-101,AZW-2021-07-08_Roger_Gilbert.pdf,Bezahlt
AZW-2021-06-18_jefsav,jesa0001@stud.hs-kl.de,2021-06-23,2021-301,AZW-2021-06-18_Crystal_Lewis.pdf,Bezahlt
AZW-2021-07-15_mellaw,mela0001@stud.hs-kl.de,2021-07-17,2021-101,AZW-2021-07-15_Kevin_Webb.pdf,Bezahlt
AZW-2021-07-08_candus,cadu0001@stud.hs-kl.de,2021-07-11,2021-401,AZW-2021-07-08_Gilda_Rose.pdf,Ausstehend
AZW-2021-07-13_phywoo,phwo0002@stud.hs-kl.de,2021-07-20,2021-401,AZW-2021-07-13_Christian_Mclaughlin.pdf,Ausstehend
AZW-2021-06-24_danmil,dami0001@stud.hs-kl.de,2021-06-30,2021-601,AZW-2021-06-24_Brooke_Parker.pdf,Bezahlt
AZW-2021-06-29_simguy,sigu0001@stud.hs-kl.de,2021-07-03,2021-201,AZW-2021-06-29_Valérie_Leduc.pdf,Ausstehend
AZW-2021-06-21_laupru,lapr0001@stud.hs-kl.de,2021-06-22,2021-601,AZW-2021-06-21_Susanne_Hubert.pdf,Bezahlt
AZW-2021-07-06_hanmoh,hamo0001@stud.hs-kl.de,2021-07-09,2021-101,AZW-2021-07-06_Ottilie_Stroh.pdf,Bezahlt
AZW-2021-06-21_clawil,clwi0001@stud.hs-kl.de,2021-06-25,2021-301,AZW-2021-06-21_Jessica_Anderson.pdf,Bezahlt
AZW-2021-06-20_renreg,rere0001@stud.hs-kl.de,2021-06-25,2021-401,AZW-2021-06-20_Paulette_Bazin.pdf,Ausstehend
AZW-2021-06-18_pargri,pagr0001@stud.hs-kl.de,2021-06-24,2021-601,AZW-2021-06-18_Carla_Mullins.pdf,Ausstehend
AZW-2021-07-12_ryasmi,rysm0001@stud.hs-kl.de,2021-07-18,2021-601,AZW-2021-07-12_Jennifer_Obrien.pdf,Bezahlt
AZW-2021-07-02_marmur,mamu0001@stud.hs-kl.de,2021-07-06,2021-501,AZW-2021-07-02_Matthew_Williams.pdf,Gremien Mitg.
AZW-2021-07-10_chrpor,chpo0001@stud.hs-kl.de,2021-07-11,2021-101,AZW-2021-07-10_Amanda_Allen.pdf,Bezahlt
AZW-2021-06-30_artsau,arsa0001@stud.hs-kl.de,2021-07-01,2021-201,AZW-2021-06-30_Catherine_Leclercq.pdf,Ausstehend
AZW-2021-06-28_tifgom,tigo0001@stud.hs-kl.de,2021-07-03,2021-101,AZW-2021-06-28_Jeanette_Lee.pdf,Bezahlt
AZW-2021-07-18_grefle,grfl0001@stud.hs-kl.de,2021-07-20,2021-601,AZW-2021-07-18_Beth_Cisneros.pdf,Bezahlt
AZW-2021-06-23_maxmul,mamu0002@stud.hs-kl.de,2021-06-27,2021-501,AZW-2021-06-23_Margaret_Trapp.pdf,Bezahlt
AZW-2021-07-01_josspa,josp0001@stud.hs-kl.de,2021-07-02,2021-501,AZW-2021-07-01_Olivia_George.pdf,Bezahlt
AZW-2021-07-03_aprflo,apfl0001@stud.hs-kl.de,2021-07-07,2021-201,AZW-2021-07-03_Michael_Williams.pdf,Ausstehend
AZW-2021-06-27_heirya,hery0001@stud.hs-kl.de,2021-06-30,2021-301,AZW-2021-06-27_Stacy_Brandt.pdf,Ausstehend
AZW-2021-07-03_kirhil,kihi0001@stud.hs-kl.de,2021-07-07,2021-601,AZW-2021-07-03_Jeffrey_Murphy.pdf,Ausstehend
AZW-2021-07-03_condru,codr0001@stud.hs-kl.de,2021-07-03,2021-101,AZW-2021-07-03_Franz_Rogner.pdf,Ausstehend
AZW-2021-07-10_briwol,brwo0001@stud.hs-kl.de,2021-07-10,2021-201,AZW-2021-07-10_Nicole_Dunn.pdf,Bezahlt
AZW-2021-07-12_marpet,mape0001@stud.hs-kl.de,2021-07-18,2021-101,AZW-2021-07-12_Matthew_Wise.pdf,Ausstehend
